PRINT LIST,Rev. Statues,"T 
PURPOSE",UNIT,Doc.Type,"WORK 
CAT.",SUBJ,Document No.,Document Title,Rev.,"Doc.
Purpose",TN No.,TN Date,Statues,Remarks,New Rev On TPLANET,Site Manager,PREV,QA-QC,Material Control,Survey,Admin,Scaffold,Piping E. (13),Piping F. (13),"Underg.
 (14)","South
CON.
Manager",Civil N&S (17),PRE CAST UG ,"Elec. & Instro.
 (15 & 16)","SST
 (18)","Insulation
 (22)","Painting
(23)",Tanks ,"Flare
Manager","Mec. Erction
 (68)"
"440,478",L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-003-01,"UNIT 1M50 - GENERAL EARTHWORK
& SITE PREPARATION FOR FLARE
AREA",2,IFC,T-TP-PTJ-00830,4/5/2024,Final,,,,,√,,√,,,,,√,,,,,,,,,√,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-01,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-02,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-03,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-04,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-05,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-06,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,21,079254C-1M50-DW-1421-004-07,UNIT 1M50 - FLARE AREA -LEVELS FOR HANDING OVER SITE PREPARATION,0,IFC,T-TP-PTJ-00844,7/26/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,14,22,079254C-1M50-DW-1422-001-01,SOIL INVESTIGATION PLAN - UNIT 50 - FLAU,1,IFE,T-TP-PTJ-00832,4/5/2024,Final,,,,,√,,√,,,,,√,,,,,,,,,,
,P,INFO,1M50,DW,14,25,079254C-1M50-DW-1425-001-01,"ROADS, PAVING & FINISHING
LAYOUT FLARE UNIT (FLAU) UNIT
50 (EX. DOC. 079254C-1M00-DW-
1425-001)",E,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,14,25,079254C-1M50-DW-1425-001-01,"ROADS, PAVING & FINISHING
LAYOUT FLARE UNIT (FLAU) UNIT
50 (EX. DOC. 079254C-1M00-DW-
1425-001)",F,IDD,T-TP-PTJ-00719,2/17/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"102,103,109,478",P,CONS,1M50,DW,14,25,079254C-1M50-DW-1425-001-01,"ROADS, PAVING & FINISHING
LAYOUT FLARE UNIT (FLAU) UNIT
50 (EX. DOC. 079254C-1M00-DW-
1425-001)",0,IFC,T-TP-PTJ-00729,3/10/2023,Rev-up,,,,,√,,√,,,,,√,,,NEW,,,,,,√,
"490,492,493,541",P,CONS,1M50,DW,14,25,079254C-1M50-DW-1425-001-01,"ROADS, PAVING & FINISHING
LAYOUT FLARE UNIT (FLAU) UNIT
50 (EX. DOC. 079254C-1M00-DW-
1425-001)",0F1,IFC,T-TPS-PTJ-01529,6/27/2024,Rev-up,079254C-1M50-TSI-PTJ-17-00014_0,,,,√,,√,,,,,√,,,,,,,,,√,
613,L,CONS,1M50,DW,14,25,079254C-1M50-DW-1425-001-01,"ROADS, PAVING & FINISHING
LAYOUT FLARE UNIT (FLAU) UNIT
50 (EX. DOC. 079254C-1M00-DW-
1425-001)",0F2,IFC,T-TPS-PTJ-02089,1/16/2025,Final,079254C-1M58-TSI-PTJ-17-00005_0,,,,√,,√,,,,,√,,,,,,,,,√,
,P,INFO,1M50,DW,14,25,079254C-1M50-DW-1425-001-02,"ROADS, PAVING & FINISHING
LAYOUT - UNIT 1M50 - FLAU",A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,14,25,079254C-1M50-DW-1425-001-02,"ROADS, PAVING & FINISHING
LAYOUT - UNIT 1M50 - FLAU",B,IDD,T-TP-PTJ-00719,2/17/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"109,478",L,CONS,1M50,DW,14,25,079254C-1M50-DW-1425-001-02,"ROADS, PAVING & FINISHING
LAYOUT - UNIT 1M50 - FLAU",0,IFC,T-TP-PTJ-00729,3/10/2023,Final,079254C-1M50-TSI-PTJ-17-00014_0,,,,√,,√,,,,,√,,,NEW,,,,,,√,
,L,INFO,1M50,DW,14,42,079254C-1M50-DW-1442-002-01,"MAJOR UNDERGROUND LAYOUT -
FLARE UNIT (FLAU) - UNIT 50",E,IDD,T-TP-PTJ-00114,9/24/2021,Final,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,1M50,DW,14,51,079254C-1M50-DW-1451-001-01,"UNIT-50 - FLAU - KEY PLAN
FOR U/G AND A/G 3D MODEL",C,IDD,T-TP-PTJ-00052,7/9/2021,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-001-01,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"200,450,478",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-01,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,,,,,,,,vv,,,,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-001-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00525,6/16/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"61,67,68,69,450,478",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
"482,483,492,541",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F2,IFC,T-TPS-PTJ-01511,6/13/2024,Final,079254C-1M50-TSI-PTJ-17-00011_1/079254C-1M50-TSI-PTJ-17-00014_0,,,,v,,v,,,,,√,,,,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-001-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00525,6/16/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00580,7/25/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
,P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",2,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"275,276,277,450,478",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",2F1,IFC,T-TPS-PTJ-01003,11/22/2023,Rev-up,079254C-1M50-TSI-PTJ-14-00001_0,,,,√,,√,,,,,vv,,,,,,,,,√,
"482,483,492,541",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",2F2,IFC,T-TPS-PTJ-01511,6/13/2024,Final,079254C-1M50-TSI-PTJ-17-00011_1 / 079254C-1M50-TSI-PTJ-17-00014_0,,,,√,,√,,,,,√,,,,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00525,6/16/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"61,67,68,69",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"275,276,277,450,478",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F1,IFC,T-TPS-PTJ-01003,11/22/2023,Rev-up,079254C-1M50-TSI-PTJ-14-00001_0,,,,v,,v,,,,,vv,,,,,,,,,√,
"482,483",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F2,IFC,T-TPS-PTJ-01511,6/13/2024,Rev-up,079254C-1M50-TSI-PTJ-17-00011_1,,,,v,,v,,,,,√,,,,,,,,,,
"490,492,493",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F3,IFC,T-TPS-PTJ-01529,6/27/2024,Rev-up,079254C-1M50-TSI-PTJ-17-00014_0,,,,√,,√,,,,,√,,,,,,,,,,
"507,541",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F4,IFC,T-TPS-PTJ-01585,7/16/2024,Rev-up,079254C-1M50-TSI-PTJ-14-00003_0,,,,√,,√,,,,,√,,,,,,,,,√,
556,P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F5,IFC,T-TPS-PTJ-01808,10/10/2024,Rev-up,079254C-1M50-TSI-PTJ-14-00003_1,,,,√,,√,,,,,,,,,,,,,,√,
582,L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-001-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F6,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,√,,√,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-002-01,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-01,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00515,6/10/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"61,67,68,69,450,478",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-01,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-01,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-002-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00515,6/10/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"61,67,68,69,450,478",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-02,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-002-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00515,6/10/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00580,7/25/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"61,67,68,69,450,478",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-03,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",2,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,52,079254C-1M50-DW-1452-002-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",A,IFR,T-TP-PTJ-00161,11/15/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00515,6/10/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"61,67,68,69,450,478",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
"507,541",P,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F2,IFC,T-TPS-PTJ-01585,7/16/2024,Rev-up,079254C-1M50-TSI-PTJ-14-00003_0,,,,v,,v,,,,,v,,,,,,,,,√,
556,L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-04,"GRADING UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU",1F3,IFC,T-TPS-PTJ-01808,10/10/2024,Final,079254C-1M50-TSI-PTJ-14-00003_1,,,,v,,v,,,,,,,,,,,,,,√,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-05,"GRADING, UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU - AREA 1M50U02 - U/G AREA
1M50U02-05",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,52,079254C-1M50-DW-1452-002-06,"GRADING, UNDERGROUND AND
FOUNDATION PLAN - UNIT 1M50 -
FLAU - AREA 1M50U02 - U/G AREA
1M50U02-06",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-01,SCHEDULE PITS - UNIT 1M50 - FLAU,0,IFC,T-TP-PTJ-00580,7/25/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-01,SCHEDULE PITS - UNIT 1M50 - FLAU,1,IFC,T-TP-PTJ-00609,8/11/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"3,15,22,26,450,478,479",P,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-01,SCHEDULE PITS - UNIT 1M50 - FLAU,2,IFC,T-TP-PTJ-00688,12/7/2022,Rev-up,,,,,√,,√,,,,,vv√,,,√,,,,,,√,
497,L,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-01,SCHEDULE PITS - UNIT 1M50 - FLAU,2F1,IFC,T-TPS-PTJ-01549,7/3/2024,Final,079254C-1M50-TSI-PTJ-14-00002_0,,,,√,,√,,,,,v,,,,,,,,,√,
,P,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-02,"SCHEDULE PITS - UNIT 1M50 -
FLAU",0,IFC,T-TP-PTJ-00580,7/25/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"3,15,22,26",P,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-02,"SCHEDULE PITS - UNIT 1M50 -
FLAU",1,IFC,T-TP-PTJ-00688,12/7/2022,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
"61,67,68,69,450,478,479",L,CONS,1M50,DW,14,53,079254C-1M50-DW-1453-001-02,"SCHEDULE PITS - UNIT 1M50 -
FLAU",2,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv√,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-01,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01,02,03 & 04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-01,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01,02,03 & 04",0,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-01,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01,02,03 & 04",0F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-02,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-02,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-03,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-02",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-03,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-02",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-04,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-03",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-04,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-03",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-05,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-05,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-04",0,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-05,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-04",0F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-06,"ELECT.CABLES TRENCH-COVER PLAN
& DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01,02,03 & 04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-06,"ELECT.CABLES TRENCH-COVER PLAN
& DETAILS - FLAU AREA 1M50U01,
U/G AREA 1M50U01-01,02,03 & 04",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-07,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-01,02,03 & 04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-07,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-01,02,03 & 04",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-08,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-01",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-08,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-01",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-09,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-02",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-09,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-02",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-10,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-03",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-10,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-03",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-11,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-11,"ELECT.CABLES TRENCH-PLAN &
DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-04",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-001-12,"ELECT.CABLES TRENCH-COVER PLAN
& DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-01,02,03 & 04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
